NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Outliers,Interpretation
15.0,8.7,1.6,0.3,6.6,23.0,1.1,0.4,0.5,0.1,0.8,0.2,0.1,0.2,3401.0,13.0,1074.0,126.0,1388.0,0.6,0.3,0.8,0.0,111.1,0.1,Normal,[],Condition satisfactory.
16.0,8.8,2.1,0.5,3.5,30.0,1.6,1.0,1.3,0.3,1.6,0.4,0.4,0.5,3306.0,13.0,1045.0,133.0,1312.0,1.6,0.5,1.4,0.2,111.0,0.1,Normal,[],Condition satisfactory.
16.0,7.5,2.1,0.7,99.0,280.0,2.1,2.6,4.6,0.0,2.3,0.1,0.1,0.1,3267.0,13.0,1070.0,113.0,1351.0,0.6,0.2,4.4,0.1,109.3,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
5.0,22.0,7.2,1.3,186.0,857.0,0.5,3.5,5.4,0.0,6.5,0.2,0.2,0.5,3420.0,21.0,1052.0,105.0,1268.0,1.1,0.0,2.9,0.1,99.1,0.1,Serious,['FE'],Visible debris present. The level of Copper is higher than expected and suggests the presence of wear debris from bearing or bush type material. Advice : Change oil if not changed when sampled.
8.0,14.0,6.3,1.0,85.0,489.0,0.0,2.4,3.2,0.0,4.0,0.1,0.1,0.3,3067.0,26.0,1007.0,88.0,1272.0,0.3,0.0,1.8,0.0,91.5,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,9.0,2.5,0.5,13.0,70.0,0.0,0.0,0.3,0.0,1.5,0.1,0.0,0.0,3557.0,11.0,1180.0,109.0,1436.0,0.2,0.0,0.7,0.0,115.8,0.1,Normal,[],Condition satisfactory.
15.0,8.4,2.3,0.4,13.0,62.0,0.0,0.0,0.5,0.0,1.5,0.1,0.0,0.0,3724.0,11.0,1239.0,112.0,1522.0,0.2,0.0,0.5,0.0,115.9,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,8.0,1.7,0.3,10.0,39.0,0.0,0.2,0.3,0.0,1.3,0.1,0.0,0.0,3713.0,12.0,1223.0,112.0,1512.0,0.1,0.0,0.7,0.0,116.2,0.1,Normal,[],Condition satisfactory.
10.0,9.8,5.8,0.5,23.0,122.0,0.3,1.2,2.1,0.0,1.6,0.2,0.1,0.0,3183.0,17.0,1038.0,100.0,1328.0,0.2,0.0,0.8,0.0,101.2,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
13.0,11.0,1.7,0.3,21.0,40.0,0.3,0.4,2.9,0.0,0.8,0.0,0.1,0.2,3507.0,22.0,1121.0,115.0,1427.0,0.2,1.5,1.9,0.0,105.1,0.1,Normal,[],Condition satisfactory.
3.4,26.0,5.5,1.0,31.0,141.0,0.1,0.9,0.2,0.0,3.5,0.6,0.1,0.5,3590.0,11.0,1129.0,110.0,1473.0,0.8,0.0,1.7,0.1,106.4,0.1,Normal,[],Condition satisfactory.
13.0,13.0,3.5,0.5,13.0,58.0,0.0,0.4,0.8,0.0,2.0,0.6,0.0,0.1,3008.0,9.1,1379.0,91.0,1222.0,0.3,0.0,0.4,0.0,129.7,0.1,Normal,[],Condition satisfactory.
13.0,14.0,3.0,0.6,16.0,66.0,0.0,0.8,0.7,0.0,2.1,0.7,0.0,0.2,2866.0,8.8,1370.0,84.0,1176.0,0.5,0.0,0.3,0.0,131.8,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
12.0,12.0,3.8,0.5,13.0,66.0,0.0,0.4,0.7,0.0,2.4,0.4,0.0,0.1,2891.0,8.6,1310.0,89.0,1174.0,0.4,0.0,0.6,0.0,129.4,0.1,Normal,[],Condition satisfactory.
9.0,4.9,2.6,0.2,2.1,27.0,2.0,0.0,0.2,0.0,1.2,0.0,0.0,1.1,158.0,1.1,407.0,180.0,9.8,0.4,0.2,7.4,0.0,35.2,0.1,Caution,['ZN'],Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
9.3,12.0,5.6,0.8,35.0,186.0,1.3,1.3,2.7,0.0,2.3,0.1,0.0,0.0,3393.0,31.0,1164.0,103.0,1440.0,0.3,0.0,1.4,0.0,103.3,0.1,Normal,[],Condition satisfactory.
9.6,12.0,5.4,0.7,30.0,200.0,1.4,1.3,2.4,0.0,2.4,0.0,0.0,0.0,3397.0,26.0,1103.0,103.0,1445.0,0.3,0.0,0.8,0.0,97.4,0.1,Normal,[],Condition satisfactory.
2.4,11.0,5.2,0.9,42.0,201.0,0.7,1.5,0.3,0.0,2.4,0.3,0.0,0.4,1600.0,4.6,680.0,49.0,866.0,0.5,0.0,1.0,0.0,74.9,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
2.3,12.0,7.6,0.8,40.0,158.0,0.7,1.4,0.4,0.0,2.3,0.2,0.0,0.4,1579.0,4.5,682.0,50.0,878.0,0.3,0.0,1.2,0.0,73.8,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
2.2,7.7,2.5,0.6,30.0,67.0,1.6,1.2,3.0,0.0,1.5,0.2,0.1,0.0,440.0,3.5,317.0,21.0,229.0,0.5,0.2,1.0,0.0,127.0,0.1,Normal,['P'],Condition satisfactory.
2.2,6.4,1.2,0.4,10.0,47.0,0.3,0.9,3.1,0.0,0.8,0.1,0.1,0.0,461.0,4.0,332.0,23.0,223.0,0.3,0.2,0.7,0.0,124.0,0.1,Normal,['P'],Condition satisfactory.
14.0,13.0,3.6,1.0,41.0,142.0,1.1,1.9,1.1,0.0,1.7,0.1,0.1,0.0,3529.0,14.0,1114.0,113.0,1489.0,0.4,0.2,1.3,0.0,103.7,0.1,Normal,[],Condition satisfactory.
15.0,9.6,3.0,0.4,14.0,66.0,0.7,1.3,1.4,0.0,0.9,0.1,0.1,0.1,4002.0,17.0,1228.0,128.0,1641.0,0.2,0.2,1.4,0.0,111.0,0.1,Normal,[],Condition satisfactory.
3.6,4.2,1.1,0.3,8.9,36.0,0.5,1.1,1.5,0.0,0.7,0.0,0.1,0.0,321.0,5.2,479.0,74.0,175.0,0.2,0.2,0.8,0.0,114.3,0.1,Normal,[],Condition satisfactory.
3.6,5.0,1.0,0.3,8.1,38.0,0.4,1.2,1.5,0.0,0.7,0.1,0.1,0.0,331.0,5.3,482.0,74.0,177.0,0.3,0.2,0.9,0.0,114.7,0.1,Normal,[],Condition satisfactory.
3.7,4.9,1.0,0.3,11.0,39.0,0.0,1.3,1.5,0.0,0.9,0.1,0.1,0.0,380.0,5.6,493.0,77.0,197.0,0.2,0.2,0.6,0.0,115.3,0.1,Normal,[],Condition satisfactory.
6.8,16.0,0.7,0.6,4.9,54.0,3.6,0.9,1.1,0.0,2.6,0.1,0.1,0.1,961.0,6.1,1914.0,32.0,395.0,0.9,0.2,0.6,0.0,167.1,0.1,Serious,[],Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
7.2,17.0,0.8,0.6,5.0,54.0,3.8,1.1,1.1,0.0,2.7,0.1,0.1,0.1,1017.0,6.5,2000.0,34.0,412.0,1.0,0.2,0.6,0.0,167.7,0.1,Serious,[],Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report. 
1.5,5.8,2.7,2.0,19.0,367.0,0.3,2.1,0.4,0.0,4.0,0.2,0.1,0.0,76.0,0.9,355.0,9.5,39.0,1.0,0.2,0.7,0.0,149.1,0.1,Serious,"['CA', 'P', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.8,6.0,3.8,1.4,19.0,234.0,0.5,1.7,0.3,0.0,3.4,0.2,0.1,0.0,30.0,0.9,366.0,8.7,20.0,1.7,0.2,0.8,0.0,148.4,0.1,Serious,"['CA', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
1.8,9.1,4.7,0.9,30.0,144.0,0.6,1.8,0.2,0.0,2.7,0.3,0.1,0.0,34.0,0.8,371.0,9.3,30.0,1.0,0.2,0.9,0.0,148.8,0.1,Serious,"['CA', 'ZN']",Visible debris present. Viscosity not consistent with stated grade but consistent with previous sample. Wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
7.3,8.5,3.2,0.6,28.0,104.0,1.7,2.3,0.7,0.0,1.1,0.1,0.1,0.0,1753.0,7.3,706.0,58.0,955.0,0.3,0.2,1.1,0.0,61.8,0.1,Serious,[],Viscosity not consistent with stated grade. Visible debris present (metal / metal-like particles). Advice : Possible sampling problem; advise resample to confirm. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
4.5,7.7,1.6,0.3,21.0,49.0,1.6,1.0,1.9,0.0,1.1,0.1,0.0,0.0,602.0,6.0,495.0,84.0,286.0,0.2,0.0,0.5,0.0,115.4,0.1,Serious,[],Visible debris present (metal / metal-like particles). Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.
14.0,12.0,4.5,0.8,17.0,91.0,0.1,0.3,7.7,0.0,2.8,0.7,0.1,0.1,2906.0,14.0,1381.0,94.0,1163.0,0.4,0.0,1.1,0.0,121.2,0.1,Normal,[],Condition satisfactory.
12.0,12.0,3.2,0.8,15.0,89.0,0.1,0.6,5.0,0.0,3.0,1.1,0.1,0.1,2874.0,21.0,1367.0,92.0,1162.0,0.3,0.0,0.8,0.0,123.0,0.1,Normal,[],Condition satisfactory.
14.0,12.0,3.4,0.9,17.0,104.0,0.0,0.4,4.8,0.0,3.1,0.6,0.1,0.1,2963.0,14.0,1395.0,94.0,1189.0,0.6,0.0,0.9,0.0,123.3,0.1,Normal,[],Condition satisfactory.
14.0,11.0,3.2,0.8,19.0,94.0,0.0,0.9,4.6,0.0,3.6,0.6,0.1,0.1,3047.0,14.0,1356.0,97.0,1222.0,0.5,0.0,0.4,0.0,122.5,0.1,Normal,[],Condition satisfactory.
12.0,24.0,8.3,3.5,23.0,223.0,5.0,0.2,4.9,0.0,23.0,1.0,0.1,2.1,3772.0,11.0,1144.0,117.0,1474.0,5.8,0.2,0.9,0.2,110.3,0.1,Normal,"['MN', 'NI']",Condition satisfactory.
14.0,12.0,4.3,1.0,25.0,127.0,0.1,0.7,4.8,0.0,3.9,0.9,0.1,0.3,2975.0,14.0,1370.0,94.0,1195.0,0.7,0.0,0.5,0.0,122.6,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
14.0,12.0,4.2,0.9,16.0,123.0,0.1,0.7,5.6,0.0,3.1,0.7,0.1,0.2,3042.0,14.0,1368.0,98.0,1218.0,0.5,0.0,0.4,0.0,125.2,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,38.0,8.6,4.5,26.0,358.0,5.1,0.4,2.7,0.0,25.0,1.3,0.1,1.8,3849.0,13.0,1196.0,120.0,1516.0,7.4,0.3,1.9,0.3,108.6,0.1,Serious,"['CR', 'MN', 'NI']",The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,29.0,12.0,4.5,35.0,325.0,8.9,0.3,10.0,0.0,24.0,0.8,0.1,3.2,3928.0,12.0,1220.0,123.0,1537.0,5.7,0.4,1.4,0.2,108.1,0.1,Serious,"['CR', 'MO', 'MN', 'NI']",The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
15.0,18.0,5.4,0.6,18.0,99.0,1.0,0.4,1.5,0.0,1.0,0.3,0.2,0.1,3727.0,13.0,1193.0,136.0,1596.0,1.0,0.1,4.7,0.1,116.3,0.1,Normal,[],Condition satisfactory.
16.0,18.0,4.6,0.6,19.0,75.0,0.8,0.0,0.9,0.0,1.0,0.3,0.2,0.2,3570.0,13.0,1164.0,139.0,1504.0,1.0,0.1,5.4,0.0,111.4,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
16.0,20.0,4.7,0.6,13.0,77.0,0.9,0.0,1.1,0.0,0.7,0.3,0.1,0.2,3655.0,13.0,1180.0,137.0,1548.0,0.7,0.1,5.0,0.0,111.0,0.1,Serious,[],The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
16.0,9.5,2.4,0.4,4.8,30.0,1.8,0.1,10.0,0.0,1.3,0.1,0.1,0.1,3242.0,23.0,1209.0,145.0,1338.0,0.7,0.1,1.3,0.0,116.9,0.1,Normal,['MO'],Condition satisfactory.
16.0,9.2,1.9,0.4,4.6,26.0,1.3,0.0,9.9,0.0,1.3,0.1,0.1,0.1,3240.0,23.0,1222.0,139.0,1360.0,0.7,0.1,0.9,0.0,109.4,0.1,Normal,['MO'],Condition satisfactory.
16.0,11.0,1.7,0.4,3.8,38.0,2.2,0.0,9.7,0.0,1.3,0.1,0.0,0.1,3335.0,24.0,1261.0,148.0,1365.0,0.6,0.1,1.1,0.0,108.8,0.1,Normal,['MO'],Condition satisfactory.
16.0,9.6,2.3,0.4,11.0,54.0,0.6,0.0,1.9,0.0,1.2,0.1,0.1,0.1,3549.0,13.0,1240.0,134.0,1500.0,0.1,0.0,0.9,0.0,117.9,0.1,Normal,[],Condition satisfactory.
16.0,19.0,3.0,0.5,9.5,49.0,0.4,0.0,2.0,0.0,1.0,0.2,0.1,0.1,3478.0,13.0,1189.0,131.0,1486.0,0.2,0.1,1.4,0.0,117.4,0.1,Normal,[],Condition satisfactory.
15.0,12.0,5.0,1.5,39.0,231.0,1.6,0.0,1.5,0.0,4.8,0.3,0.1,0.1,2894.0,11.0,1368.0,110.0,1230.0,0.8,0.1,1.1,0.0,129.1,0.1,Normal,[],Condition satisfactory.
14.0,14.0,2.8,0.7,16.0,64.0,1.0,0.0,7.3,0.0,2.2,0.6,0.1,0.1,2950.0,26.0,1322.0,120.0,1240.0,0.3,0.0,1.1,0.0,119.1,0.1,Normal,[],Condition satisfactory.
14.0,18.0,3.1,0.8,28.0,102.0,0.6,0.0,6.6,0.0,2.5,0.6,0.1,0.1,2778.0,23.0,1328.0,109.0,1173.0,0.7,0.1,0.8,0.0,121.0,0.1,Normal,[],Condition satisfactory.
15.0,12.0,2.4,0.5,18.0,91.0,0.8,0.0,2.4,0.0,2.2,0.4,0.0,0.1,2896.0,15.0,1384.0,112.0,1219.0,0.3,0.1,1.0,0.0,124.8,0.1,Normal,[],Condition satisfactory.
15.0,9.7,2.4,0.6,10.0,94.0,1.9,0.0,0.4,0.0,3.0,0.1,0.1,0.1,3465.0,10.0,1259.0,126.0,1478.0,1.8,0.1,1.3,0.0,117.6,0.1,Normal,[],Condition satisfactory.
14.0,9.2,1.7,0.6,5.0,78.0,2.0,0.0,0.9,0.0,2.6,0.1,0.1,0.2,3392.0,11.0,1207.0,123.0,1433.0,1.9,0.1,1.3,0.0,117.7,0.1,Normal,[],Condition satisfactory.
14.0,28.0,6.9,0.8,64.0,142.0,1.5,0.5,1.2,0.0,3.3,0.4,0.1,0.2,3279.0,19.0,1075.0,126.0,1401.0,0.6,0.1,1.5,0.0,108.5,0.1,Normal,[],Condition satisfactory.
14.0,12.0,3.5,0.7,31.0,114.0,0.5,0.7,1.2,0.0,2.7,0.3,0.0,0.1,3225.0,20.0,1131.0,122.0,1352.0,0.3,0.1,1.6,0.0,108.3,0.1,Normal,[],Condition satisfactory.
7.7,16.0,2.0,1.0,8.3,128.0,1.2,0.0,7.4,0.0,8.6,0.3,0.1,0.0,3592.0,22.0,1100.0,112.0,1451.0,2.7,1.7,2.8,0.1,109.3,0.1,Normal,[],Condition satisfactory.
4.0,8.5,1.1,0.7,8.4,74.0,126.0,0.0,5.5,0.0,1.2,0.0,0.1,0.2,3430.0,20.0,1073.0,105.0,1409.0,0.4,1.0,0.9,0.1,110.2,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
3.8,9.7,3.5,1.9,38.0,196.0,1.2,1.6,6.6,0.0,2.5,0.2,0.3,0.2,1162.0,157.0,585.0,13.0,751.0,0.6,0.0,1.3,0.0,41.2,0.1,Serious,['MG'],Viscosity not consistent with stated grade. Visible debris present but wear appears satisfactory. Advice : Resample at the next service intervention. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.0,6.6,1.8,1.5,18.0,158.0,1.8,0.0,5.3,0.0,1.8,0.1,0.2,0.2,1282.0,136.0,633.0,13.0,795.0,0.4,0.0,0.9,0.0,42.7,0.1,Serious,['MG'],Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
3.8,15.0,7.0,3.5,49.0,564.0,1.4,2.1,18.0,0.0,5.4,0.4,0.6,0.3,1291.0,362.0,648.0,17.0,796.0,1.3,0.0,1.5,0.0,46.3,0.1,Serious,"['MO', 'MG']",Viscosity not consistent with stated grade. Visible debris present; but not considered significant. Wear appears satisfactory. Advise monitor at the recommended sampling period. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
15.0,13.0,3.0,0.8,2.8,92.0,0.0,0.0,8.0,0.0,12.0,0.4,0.0,0.3,3330.0,20.0,1021.0,116.0,1338.0,2.6,0.0,0.7,0.0,105.6,0.1,Normal,[],Condition satisfactory.
17.0,12.0,2.7,0.8,2.9,74.0,0.0,0.1,8.9,0.0,10.0,0.3,0.1,0.6,3825.0,24.0,1161.0,131.0,1540.0,2.1,0.0,0.4,0.0,105.1,0.1,Normal,['MO'],Condition satisfactory.
18.0,11.0,3.1,0.8,4.3,59.0,0.0,0.0,9.2,0.0,5.2,0.3,0.1,0.7,3732.0,26.0,1142.0,131.0,1511.0,0.9,0.0,0.7,0.0,104.6,0.1,Normal,['MO'],Condition satisfactory.
9.6,20.0,8.3,0.6,73.0,161.0,1.1,2.0,1.4,0.0,2.1,0.3,0.1,0.0,3107.0,8.0,987.0,97.0,1274.0,0.1,0.3,11.0,0.1,101.3,0.1,Serious,['K'],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.
8.6,31.0,7.8,1.3,56.0,211.0,2.7,0.9,1.2,0.0,5.3,1.0,0.1,0.4,3371.0,14.0,1090.0,129.0,1404.0,1.1,0.1,2.1,0.1,107.4,0.1,Caution,[],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at the next service intervention.
9.0,20.0,6.4,0.7,100.0,202.0,3.5,0.0,1.4,0.0,2.4,0.2,0.1,0.2,2961.0,10.0,1091.0,107.0,1212.0,0.5,0.2,6.9,0.1,107.6,0.1,Serious,[],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled.
14.0,12.0,2.3,1.1,7.9,83.0,3.2,0.0,7.8,0.0,3.1,0.3,0.0,0.5,2430.0,20.0,1431.0,105.0,1027.0,1.6,0.1,0.9,0.0,119.2,0.1,Normal,[],Condition satisfactory.
14.0,12.0,2.3,1.0,8.3,92.0,2.9,0.0,8.3,0.0,2.7,0.2,0.1,0.3,2588.0,20.0,1492.0,114.0,1072.0,1.4,0.1,0.6,0.0,119.6,0.1,Normal,['MO'],Condition satisfactory.
15.0,12.0,2.6,1.0,7.8,96.0,2.2,0.0,8.3,0.0,2.6,0.2,0.1,0.4,2461.0,19.0,1302.0,110.0,1020.0,1.4,0.2,0.8,0.0,117.2,0.1,Normal,['MO'],Condition satisfactory.
16.0,15.0,3.8,0.9,25.0,128.0,0.8,0.0,1.0,0.0,3.5,0.5,0.0,0.3,3015.0,11.0,1405.0,106.0,1237.0,0.7,0.1,0.7,0.0,128.2,0.1,Normal,[],Condition satisfactory.
15.0,15.0,4.1,0.9,24.0,135.0,2.5,0.0,1.0,0.0,3.8,0.6,0.0,0.3,3021.0,12.0,1416.0,107.0,1253.0,0.8,0.1,0.8,0.0,128.9,0.1,Normal,[],Condition satisfactory.
13.0,12.0,2.9,0.9,22.0,102.0,1.0,0.0,1.0,0.0,2.8,0.5,0.0,0.3,2531.0,9.1,1391.0,92.0,1033.0,0.9,0.1,0.7,0.0,130.6,0.1,Normal,[],Condition satisfactory. 
15.0,13.0,4.0,0.9,23.0,98.0,0.5,0.1,1.1,0.0,3.2,0.6,0.0,0.3,2756.0,10.0,1359.0,98.0,1131.0,0.5,0.1,0.6,0.0,130.5,0.1,Normal,[],Condition satisfactory. 
14.0,11.0,1.3,0.2,1.1,20.0,0.0,0.0,1.7,0.0,0.7,0.1,0.0,2.4,3195.0,12.0,1006.0,122.0,1361.0,0.5,0.0,1.2,0.0,114.9,0.1,Normal,[],Condition satisfactory.
14.0,13.0,2.3,0.6,5.3,62.0,0.1,0.0,1.0,0.0,4.1,0.2,0.0,0.2,3216.0,12.0,1047.0,122.0,1337.0,1.3,0.0,1.1,0.0,87.7,0.1,Normal,[],Condition satisfactory.
16.0,14.0,2.1,0.4,3.1,58.0,0.5,0.0,1.1,0.0,1.3,0.2,0.0,0.6,3133.0,12.0,1037.0,125.0,1301.0,1.2,0.0,1.0,0.0,98.3,0.1,Normal,[],Condition satisfactory.
13.0,14.0,1.8,0.2,0.3,21.0,1.2,0.0,0.8,0.0,0.3,0.1,0.0,0.4,2958.0,11.0,1256.0,103.0,1257.0,0.2,0.1,0.9,0.0,128.8,0.1,Normal,[],Condition satisfactory.
17.0,20.0,5.7,0.7,33.0,115.0,1.3,0.9,0.5,0.0,2.3,0.3,0.0,0.2,3174.0,9.6,1039.0,121.0,1310.0,0.3,0.0,1.3,0.0,107.6,0.1,Normal,[],Condition satisfactory.
13.0,18.0,2.7,0.8,15.0,137.0,1.0,1.4,0.6,0.0,3.3,0.7,0.0,0.3,2532.0,10.0,1335.0,92.0,1078.0,0.5,0.0,0.7,0.0,126.3,0.1,Normal,[],Condition satisfactory.
14.0,18.0,4.4,0.6,24.0,67.0,1.7,0.0,0.5,0.0,1.8,0.4,0.0,0.3,2667.0,7.6,890.0,100.0,1176.0,0.2,0.0,0.9,0.0,91.6,0.1,Normal,[],Condition satisfactory.
13.0,18.0,5.2,0.8,29.0,102.0,0.6,1.3,1.0,0.0,3.5,0.8,0.0,0.2,2549.0,9.4,1304.0,94.0,1049.0,0.4,0.0,0.6,0.0,129.0,0.1,Normal,[],Condition satisfactory.
15.0,7.5,1.4,0.3,55.0,50.0,1.2,3.1,1.2,0.0,1.3,0.1,0.0,0.4,3040.0,11.0,1031.0,114.0,1258.0,0.1,2.0,0.8,0.0,116.0,0.1,Normal,[],Condition satisfactory.
15.0,19.0,4.5,1.1,25.0,165.0,0.8,0.0,0.9,0.0,3.6,0.8,0.0,0.1,2617.0,9.4,1315.0,96.0,1080.0,0.7,0.0,0.7,0.0,127.6,0.1,Normal,[],Condition satisfactory.
13.0,17.0,6.2,1.2,40.0,144.0,1.2,0.5,1.0,0.0,4.7,0.6,0.0,0.2,2494.0,9.8,1311.0,92.0,1032.0,0.9,0.0,0.5,0.0,128.7,0.1,Normal,[],Condition satisfactory.
18.0,24.0,14.0,1.1,108.0,264.0,2.7,2.9,4.2,0.0,5.1,0.4,0.1,0.2,3676.0,29.0,1233.0,147.0,1581.0,0.6,0.4,10.0,0.0,103.7,0.1,Normal,[],Condition satisfactory.
18.0,24.0,7.5,1.4,289.0,367.0,5.3,3.8,3.5,0.0,3.7,0.4,0.1,0.2,3351.0,27.0,1174.0,133.0,1405.0,0.9,0.4,10.0,0.0,98.8,0.1,Serious,['CU'],The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change oil if not changed when sampled. 
17.0,38.0,17.0,2.0,110.0,439.0,2.4,3.8,3.5,0.0,4.8,1.4,0.2,0.2,3411.0,55.0,1172.0,139.0,1523.0,0.9,0.4,7.9,0.0,88.4,0.1,Normal,[],Condition satisfactory.
17.0,8.3,1.4,0.3,2.5,26.0,0.0,0.0,0.9,0.0,0.8,0.1,0.0,0.1,3714.0,14.0,1220.0,149.0,1537.0,0.5,0.0,0.7,0.0,108.7,0.1,Normal,[],Condition satisfactory.
17.0,10.0,2.0,0.4,20.0,38.0,1.1,0.6,1.0,0.0,1.0,0.1,0.0,0.2,3707.0,14.0,1169.0,137.0,1567.0,0.7,0.0,0.8,0.0,106.1,0.1,Normal,[],Condition satisfactory.
17.0,15.0,3.4,0.9,2.4,52.0,30.0,0.0,5.4,0.2,0.9,0.9,0.3,0.8,3419.0,11.0,1158.0,131.0,1418.0,0.5,0.8,1.5,0.3,110.5,0.1,Normal,[],Condition satisfactory.
18.0,9.3,1.9,0.5,4.7,40.0,1.4,0.5,1.5,0.1,1.0,0.3,0.1,0.6,3474.0,14.0,1140.0,139.0,1455.0,0.6,0.1,1.3,0.1,107.6,0.1,Normal,[],Condition satisfactory.
15.0,8.5,1.9,0.6,3.7,80.0,1.4,0.5,1.1,0.0,3.8,0.1,0.0,0.2,3797.0,12.0,1281.0,148.0,1581.0,1.1,0.1,1.6,0.0,113.9,0.1,Normal,[],Condition satisfactory.
14.0,8.2,1.2,0.3,2.4,43.0,1.4,0.3,0.5,0.0,1.8,0.1,0.0,0.1,3717.0,12.0,1197.0,135.0,1569.0,0.9,0.1,1.3,0.0,114.9,0.1,Normal,[],Condition satisfactory.
9.8,13.0,3.8,0.7,13.0,53.0,120.0,0.1,1.8,0.0,1.1,0.2,0.0,0.8,3567.0,10.0,1182.0,124.0,1513.0,0.3,0.8,2.2,0.0,111.1,0.1,Caution,['PB'],Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
14.0,7.6,1.2,0.3,2.3,33.0,1.4,0.4,0.7,0.0,2.4,0.1,0.0,0.1,3515.0,12.0,1188.0,131.0,1461.0,0.6,0.1,1.0,0.0,115.0,0.1,Normal,[],Condition satisfactory.
15.0,6.3,1.4,0.3,2.3,27.0,1.1,0.2,0.3,0.0,2.9,0.1,0.0,0.1,3333.0,12.0,1198.0,132.0,1391.0,0.5,0.0,0.5,0.0,112.3,0.1,Normal,[],Condition satisfactory.
16.0,8.1,1.3,0.4,4.2,49.0,0.6,0.8,1.0,0.0,3.5,0.1,0.0,0.1,3351.0,12.0,1238.0,130.0,1389.0,1.1,0.0,0.4,0.0,113.1,0.1,Normal,[],Condition satisfactory.
