NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Interpretation
0.0,3.2,0.0,0.0,1.3,1.4,1.3,0.0,0.0,0.0,0.1,0.0,0.0,0.1,3.3,2.2,55.0,0.0,48.0,0.2,0.0,0.0,0.0,29.6,0.1,Normal,Condition satisfactory.
13.0,0.0,0.3,0.0,0.3,0.5,0.5,0.0,0.0,,0.2,0.0,0.0,864.0,3.1,0.9,2.1,1.5,3.3,0.4,0.0,1.6,0.0,51.2,0.1,Serious,No oil data stated. Sample appears inconsistent with stated product and application. Advice : Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
9.6,0.9,0.9,0.0,0.2,101.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.9,3.9,0.2,0.0,34.0,0.0,0.0,2.2,0.1,,,Serious,Client; application and reason for sampling unknown. Unable to diagnose sample until this information is confirmed. 
0.5,17.0,0.0,0.1,0.2,1.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.1,4.1,0.3,414.0,0.2,2.5,0.0,0.2,0.1,0.0,450.8,0.1,Normal,Condition satisfactory.
0.2,23.0,0.0,0.0,0.1,0.4,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.2,0.1,382.0,0.2,1.4,0.0,0.1,0.0,0.0,338.9,0.1,Normal,Condition satisfactory.
64.0,7.9,360.0,22.0,6.8,1410.0,0.8,0.0,0.4,0.0,22.0,0.1,0.2,28.0,109.0,8.5,5.2,1.1,4.1,1.4,0.2,0.6,0.1,5.4,0.1,Serious,No oil data stated. Visible debris present. Sodium suggests possible environmental contamination or contamination with a sodium based product. High Aluminium evident indicating possible bearing/casing wear or Aluminium based grease source. The levels of Iron and Chromium appear high and suggest wear of a pump and/ or hydraulic rods/pistons. High ferrous debris result suggesting an abnormal wear process (large particles). The level of Manganese is higher than expected and may indicate the removal of anti-wear or an anti-corrossion type coating. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings. Too much debris to give reliable ISO cleanliness code. Please confirm fluid brand and grade to ensure the diagnosis is relevant to this sample.
6.3,3.9,1.9,0.4,1.9,11.0,0.0,0.3,46.0,0.0,0.5,0.1,0.0,0.0,1381.0,834.0,653.0,67.0,923.0,0.4,0.1,1.7,0.3,90.5,0.1,Normal,Condition satisfactory.
3.4,3.5,1.2,0.3,2.4,5.1,2.9,0.6,65.0,0.0,0.2,0.2,1.3,0.0,1227.0,1119.0,1035.0,8.3,1373.0,0.2,0.3,0.0,0.0,98.5,0.1,Normal,Condition satisfactory.
0.4,0.3,0.5,0.0,0.5,2.5,0.7,0.0,0.0,0.0,0.0,0.2,1.3,0.0,7.9,3.6,27.0,1.8,1.9,0.2,0.3,0.3,0.0,45.4,0.1,Normal,Condition satisfactory.
1.2,1.0,0.5,0.0,1.1,4.0,5.1,0.4,0.0,0.0,0.1,0.2,1.3,0.4,565.0,7.5,82.0,3.6,68.0,0.2,0.3,0.7,0.0,45.4,0.1,Normal,Condition satisfactory.
0.0,0.0,0.3,0.0,0.7,2.3,0.9,0.8,0.3,0.0,0.0,0.2,1.3,0.0,12.0,0.7,30.0,0.6,5.8,0.3,0.3,0.2,0.0,45.7,0.1,Normal,Condition satisfactory.
74.0,7.9,418.0,,7.4,1448.0,,0.0,,,,,,,127.0,5.3,5.6,,6.8,,,1.3,,,,Normal,Data Only. No diagnosis provided. Sample appears unsuitable for ISO code. 
18.0,12.0,5.9,1.4,2.3,66.0,4.0,0.5,63.0,0.1,1.0,0.1,0.2,0.1,3520.0,153.0,1147.0,216.0,1456.0,0.1,0.1,3.0,0.0,114.9,0.1,Normal,Condition satisfactory.
1.0,4.0,2.6,0.3,0.4,8.7,0.4,0.2,0.4,2.9,0.1,0.0,0.0,0.0,1.1,0.0,218.0,28.0,0.3,0.1,0.0,2.6,0.0,157.0,0.1,Normal,Condition satisfactory.
18.0,2.0,1.0,0.1,2.2,3.3,0.9,1.8,0.0,0.0,0.1,0.2,0.1,0.2,58.0,5.4,197.0,1.5,15.0,0.1,0.3,0.0,0.0,162.1,2.3,Serious,Visible debris present. Non-homogenous appearance. Water level serious. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.
2.4,1.0,0.7,0.1,1.1,14.0,0.7,0.0,0.2,0.0,0.1,0.1,0.1,0.2,17.0,1.6,314.0,6.0,12.0,0.3,0.3,0.0,0.0,153.0,0.1,Normal,Condition satisfactory.
1.7,1.3,0.5,0.2,0.8,11.0,0.7,1.6,0.0,0.0,0.2,0.2,0.2,0.6,15.0,0.9,553.0,1.4,5.8,0.2,0.3,0.0,0.1,235.6,0.1,Normal,Condition satisfactory.
0.6,0.6,0.4,0.1,0.4,1.1,0.9,1.2,0.0,0.0,0.0,0.1,0.1,0.1,49.0,0.5,334.0,0.4,450.0,0.2,0.2,0.0,0.0,44.7,0.1,Normal,Condition satisfactory.
0.5,27.0,0.3,0.1,0.1,0.3,0.8,1.4,0.0,0.0,0.0,0.1,0.1,0.1,53.0,0.3,313.0,0.4,434.0,0.6,0.2,0.0,0.0,46.7,0.1,Normal,Condition satisfactory.
0.0,6.0,3.0,0.7,0.8,11.0,0.0,0.1,52.0,0.0,0.2,0.0,2.2,0.0,1573.0,1004.0,736.0,86.0,989.0,0.0,0.0,0.0,0.0,83.9,0.1,Normal,Condition satisfactory.
0.0,4.5,3.7,0.3,0.0,13.0,0.0,0.2,49.0,0.0,0.3,0.0,2.0,0.0,1632.0,916.0,809.0,88.0,1021.0,0.0,0.0,0.1,0.0,85.0,0.1,Normal,Condition satisfactory.
0.3,0.1,0.0,0.0,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,19.0,0.0,1.3,0.0,0.0,0.0,0.0,45.3,0.1,Normal,Condition satisfactory.
5.7,5.8,2.3,0.4,17.0,30.0,0.0,4.6,0.0,0.0,0.2,0.2,0.1,1.7,15.0,3.2,294.0,2.2,14.0,0.3,1.2,11.0,0.0,375.6,0.1,Normal,Condition satisfactory.
1.9,1.8,0.3,0.1,3.2,14.0,0.0,1.0,0.0,0.0,0.2,0.1,0.1,0.0,19.0,2.2,554.0,0.6,8.3,0.2,0.9,0.8,0.0,236.6,0.1,Normal,Condition satisfactory.
1.3,0.7,1.6,0.1,1.2,9.3,0.0,0.9,0.0,0.0,0.1,0.1,0.1,0.0,8.4,1.1,133.0,5.0,18.0,0.0,0.6,0.7,0.0,494.1,0.1,Normal,Condition satisfactory.
4.4,9.4,1.0,0.4,2.9,21.0,0.0,0.8,0.0,0.0,0.4,0.1,0.1,0.2,14.0,1.4,383.0,11.0,41.0,0.4,0.4,1.2,0.0,220.4,0.1,Normal,Condition satisfactory.
1.4,1.4,0.5,0.3,1.1,11.0,0.0,0.6,0.9,0.2,0.3,0.3,0.3,0.3,49.0,1.5,302.0,9.1,16.0,0.4,0.5,0.5,0.2,155.9,0.1,Normal,Condition satisfactory.
1.9,1.3,0.0,0.1,1.0,11.0,0.0,0.5,0.0,0.0,0.1,0.1,0.1,0.0,26.0,3.4,536.0,0.5,11.0,0.1,0.2,0.2,0.0,236.0,0.1,Normal,Condition satisfactory.
34.0,2.0,0.8,0.1,0.3,2.6,0.0,0.7,0.0,0.0,0.1,0.2,0.1,0.1,70.0,12.0,167.0,1.5,2.0,0.1,0.4,1.6,0.0,159.0,0.1,Caution,Sodium suggests possible environmental contamination or contamination with a sodium based product. Advice : Resample at the next service intervention.
0.2,1.3,0.2,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,50.0,0.2,304.0,0.2,419.0,0.0,0.2,0.0,0.0,46.9,0.1,Normal,Condition satisfactory.
0.3,0.3,0.2,0.2,0.8,1.2,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,48.0,0.3,307.0,0.3,424.0,0.0,0.2,0.6,0.0,45.9,0.1,Normal,Condition satisfactory.
0.0,0.6,0.0,0.0,0.8,0.7,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.1,56.0,10.0,235.0,0.7,278.0,0.1,0.0,0.1,0.0,44.1,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
0.0,0.8,0.0,0.0,2.1,4.9,0.6,0.7,0.1,0.0,0.3,0.0,0.0,0.5,131.0,9.2,231.0,0.1,294.0,0.8,0.1,0.3,0.0,45.7,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
0.0,0.9,0.4,0.0,1.3,2.3,0.4,1.7,1.5,0.0,0.1,0.3,0.1,0.0,9.6,5.6,12.0,0.8,5.8,0.0,0.2,0.0,0.0,70.5,0.1,Caution,Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
2.1,1.5,0.0,0.1,0.2,10.0,0.0,0.0,0.3,0.0,0.2,0.1,0.0,0.1,373.0,0.5,236.0,6.3,4.4,0.1,0.2,0.0,0.2,223.0,0.1,Normal,Condition satisfactory.
42.0,343.0,147.0,0.5,0.2,86.0,0.7,0.0,0.0,0.0,0.7,1.1,0.0,2.0,36.0,22.0,311.0,6.5,58.0,0.2,0.7,2.2,0.1,300.0,0.1,Serious,Visible debris present. Sodium suggests possible environmental contamination or contamination with a sodium based product. The levels of Silicon and Aluminium suggest the ingress of dirt contamination. Wear appears satisfactory. Advice : Change fluid and check unit for source of contamination.
3.2,9.6,20.0,3.5,28.0,207.0,0.9,3.3,3.0,0.0,2.5,0.2,0.1,0.0,2140.0,21.0,674.0,55.0,857.0,1.2,0.3,2.9,0.0,42.4,0.1,Serious,The levels of Iron and Aluminium suggest possible wear of the cylinder bores and piston. Since fuel contamination present; advise check fuel system for possible leak; change oil and feedback findings from unit inspection before next sample. Check unit for abnormal noise and heat and feedback findings before next sample. Resample at the next service intervention.
33.0,4.5,1.0,1.3,11.0,147.0,1.7,0.1,0.4,0.1,1.3,0.3,0.0,1.1,11.0,5.1,261.0,4.4,14.0,0.9,0.6,3.1,0.0,70.3,0.3,Serious,Water contamination. Too much water to give reliable ISO cleanliness code. Non-homogenous appearance. Visible debris present. The level of Iron is higher than expected and suggests wear of rod/ pump materials. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings. Identify source of ingress into system (e.g. product storage conditions & system seals) and feedback findings.
8.1,11.0,1.1,0.3,2.4,24.0,1.3,0.0,0.0,0.0,0.4,0.0,0.0,1.7,11.0,0.8,376.0,11.0,9.9,0.4,0.3,0.5,0.0,220.0,0.1,Normal,Condition satisfactory.
6.3,0.9,0.1,0.3,0.4,3.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.2,0.0,98.0,0.3,32.0,0.4,0.2,0.5,0.0,45.7,0.1,Normal,Condition satisfactory.
1.2,1.3,1.0,0.1,0.6,9.4,3.2,0.3,0.0,0.0,0.3,0.0,0.0,0.2,18.0,0.4,251.0,28.0,21.0,0.0,0.3,0.4,0.3,308.4,0.1,Caution,Oil appears cloudy. Wear appears satisfactory. Advice : Resample at recommended sampling interval to follow trends.
3.2,3.0,1.3,0.4,1.5,40.0,0.2,0.0,0.0,0.0,0.5,0.1,0.0,0.6,44.0,2.1,329.0,8.5,31.0,0.4,0.1,6.2,0.0,33.5,0.1,Normal,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.
0.0,11.0,2.5,0.8,14.0,111.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,18.0,0.0,196.0,5.2,10.0,1.2,0.0,0.0,0.0,413.3,0.1,Normal,Condition satisfactory.
1.2,0.2,0.5,0.3,0.3,96.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.2,19.0,1.6,214.0,3.4,7.0,0.0,0.0,0.0,0.0,155.6,0.1,Normal,Condition satisfactory.
1.4,0.9,0.6,0.2,2.9,25.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,7.0,60.0,1.9,276.0,2.9,31.0,0.0,1.2,0.2,0.0,145.4,0.1,Normal,Condition satisfactory.
5.6,3.1,4.3,2.0,18.0,43.0,0.0,0.0,0.2,0.0,3.1,0.1,0.0,1.1,1849.0,5.2,661.0,8.9,680.0,0.0,6.0,0.0,0.0,110.2,0.1,Normal,Condition satisfactory.
1.5,0.3,0.6,0.3,1.5,56.0,0.0,0.1,0.0,0.0,1.6,0.0,0.0,0.2,36.0,1.0,265.0,2.3,20.0,0.0,0.9,0.0,0.0,145.5,0.1,Normal,Condition satisfactory.
1.9,0.3,0.6,0.2,0.4,35.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.3,26.0,1.0,239.0,4.7,11.0,0.0,0.2,0.0,0.0,154.9,0.1,Normal,Condition satisfactory.
8.5,2.3,4.9,1.9,58.0,46.0,0.5,0.3,0.6,0.0,3.2,0.1,0.0,0.6,1540.0,4.6,611.0,7.4,568.0,0.0,5.1,1.6,0.0,109.6,0.1,Caution,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at recommended sampling interval to follow trends. 
1.9,0.4,0.6,0.3,1.7,30.0,0.0,0.1,0.0,0.0,1.2,0.0,0.0,0.7,53.0,0.8,280.0,5.1,20.0,0.0,0.3,0.0,0.0,153.5,0.1,Normal,Condition satisfactory.
1.8,68.0,12.0,0.1,0.4,13.0,0.0,0.2,1.1,0.0,1.0,0.0,0.0,0.2,30.0,0.6,248.0,4.5,16.0,0.0,3.2,0.0,0.0,153.8,0.1,Normal,Condition satisfactory.
1.2,1.1,0.7,0.2,0.4,34.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.2,17.0,0.9,222.0,6.0,6.3,0.0,0.2,0.0,0.0,156.2,0.1,Normal,Condition satisfactory.
2.2,1.5,3.3,0.2,1.3,20.0,0.0,0.3,1.5,0.0,0.7,0.1,0.1,5.1,77.0,14.0,239.0,14.0,47.0,0.0,12.0,0.4,0.1,162.4,0.1,Normal,Condition satisfactory.
1.9,0.5,0.6,0.2,0.3,33.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.4,22.0,1.1,237.0,6.5,6.5,0.0,0.3,0.0,0.0,154.9,0.1,Normal,Condition satisfactory.
0.7,6.6,0.0,0.4,0.8,38.0,0.0,0.7,0.0,0.0,0.3,0.2,0.1,0.3,12.0,0.2,2000.0,12.0,4.3,0.3,0.3,0.0,0.1,145.6,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
1.6,0.7,0.1,0.1,138.0,6.2,2.0,12.0,0.4,0.0,0.1,0.0,0.0,0.0,3.2,1.5,272.0,9.2,2.2,0.2,0.1,3.0,0.0,333.7,0.1,Serious,The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.
2.3,9.8,0.7,0.5,31.0,40.0,0.8,4.4,0.2,0.0,0.4,0.1,0.1,0.6,18.0,4.2,328.0,17.0,34.0,0.6,0.3,20.0,0.0,358.4,0.1,Caution,Potassium suggests possible environmental contamination or contamination with a potassium based product. Wear appears satisfactory. Advice : Resample at the next service intervention.
4.7,1.0,2.1,0.0,0.0,2.4,0.0,0.3,0.5,0.0,0.1,0.3,0.0,0.2,61.0,1.0,15.0,1.5,12.0,0.0,41.0,0.4,0.0,,,Serious,Water contamination. Wear appears satisfactory. Elemental results represent a 5% dilution. Action should be taken to correct.
0.0,0.6,3.0,0.1,0.0,2.5,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.6,76.0,1.1,11.0,5.5,15.0,0.1,44.0,0.0,0.0,,,Serious,Water contamination. Wear appears satisfactory. Elemental results represent a 5% dilution. Action should be taken to correct.
0.4,0.8,2.9,0.0,0.1,3.2,0.0,0.0,0.7,0.0,0.1,0.9,0.0,0.5,54.0,0.9,17.0,2.0,25.0,0.0,58.0,0.0,0.0,,,Serious,Water contamination. Wear appears satisfactory. Elemental results represent a 5% dilution. Action should be taken to correct.
1.0,0.4,3.0,0.1,0.0,7.6,0.0,0.0,0.4,0.0,0.1,0.2,0.0,0.5,45.0,1.7,5.5,3.0,9.6,0.1,31.0,0.0,0.0,,,Serious,Water contamination. Wear appears satisfactory. Elemental results represent a 5% dilution. Action should be taken to correct.
0.6,19.0,0.3,0.0,0.3,1.0,0.0,1.5,0.0,0.0,0.0,0.1,0.0,0.0,2.8,0.6,13.0,0.0,1.8,0.4,0.2,0.0,0.0,31.6,0.1,Normal,Condition satisfactory.
0.4,19.0,0.2,0.0,0.3,0.6,0.0,1.2,0.0,0.0,0.0,0.1,0.0,0.0,2.1,0.4,11.0,0.0,0.4,0.5,0.2,0.0,0.0,29.6,0.1,Normal,Condition satisfactory.
2.9,3.8,1.2,0.6,0.5,58.0,0.0,1.2,0.2,0.0,0.6,0.2,0.0,0.3,13.0,1.5,324.0,21.0,32.0,0.2,0.5,16.0,0.0,291.4,0.1,Normal,Condition satisfactory.
3.7,6.9,1.2,1.0,4.8,91.0,0.0,1.6,0.0,0.0,1.3,0.2,0.0,0.9,39.0,1.5,273.0,19.0,121.0,0.5,0.5,18.0,0.0,339.0,0.1,Normal,Condition satisfactory.
2.0,1.5,0.7,0.2,1.7,5.3,0.0,1.6,0.5,0.2,0.3,0.3,0.2,0.2,57.0,2.5,293.0,16.0,20.0,0.2,0.8,7.5,0.2,323.0,0.1,Normal,Condition satisfactory.
0.0,0.2,0.0,0.0,0.1,0.7,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,270.0,0.5,11.0,0.0,0.0,0.1,0.0,319.5,0.1,Normal,Condition satisfactory.
5.1,2.0,0.5,0.2,4.6,11.0,0.5,1.8,0.0,0.0,0.1,0.1,0.0,0.0,18.0,3.6,320.0,17.0,14.0,0.3,0.2,22.0,0.0,311.8,0.1,Caution,Visible debris present but wear appears satisfactory. Potassium suggests possible environmental contamination or contamination with a potassium based product. Advice : Resample at the next service intervention.
2.9,27.0,3.0,0.7,2.3,89.0,0.8,2.0,0.0,0.0,0.6,0.8,0.0,0.7,27.0,2.2,248.0,21.0,40.0,1.1,8.2,9.9,0.0,234.5,0.1,Normal,Condition satisfactory.
0.0,7.4,0.0,0.1,0.1,9.6,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1,5.2,0.7,344.0,0.7,1.9,0.0,0.1,0.0,0.1,363.9,0.1,Normal,Condition satisfactory.
0.0,8.4,0.0,0.2,0.1,37.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.1,36.0,10.0,339.0,6.6,6.1,0.0,0.3,0.0,0.0,445.9,0.1,Normal,Condition satisfactory.
0.8,2.6,3.8,0.4,2.2,34.0,2.0,1.2,160.0,0.0,0.4,0.0,0.1,0.5,7.7,0.0,84.0,0.0,93.0,0.0,0.1,0.1,0.0,,,Caution,Elemental results represent a 5% dilution. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention. 
3.4,0.9,0.0,0.3,0.4,39.0,0.0,0.0,0.2,0.0,0.4,0.0,0.1,3.2,4.4,4.5,259.0,11.0,115.0,0.2,2.3,0.3,0.1,209.2,0.1,Normal,Condition satisfactory.
3.7,14.0,0.0,0.1,2.6,12.0,0.9,0.0,0.0,0.0,0.6,0.0,0.0,2.8,8.9,3.2,254.0,8.6,58.0,0.0,0.2,0.5,0.1,225.9,0.1,Normal,Condition satisfactory.
4.0,3.8,0.0,0.1,0.4,13.0,0.2,0.0,0.0,0.0,0.4,0.0,0.1,3.9,10.0,4.7,270.0,5.6,73.0,0.1,0.5,0.3,0.0,208.7,0.1,Normal,Condition satisfactory.
2.6,4.7,0.0,0.4,0.2,41.0,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.2,7.8,0.6,259.0,9.0,13.0,0.2,0.6,0.4,0.0,201.6,0.1,Normal,Condition satisfactory.
2.4,1.5,0.6,0.1,0.2,13.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.6,3.4,1.0,282.0,11.0,104.0,0.2,0.3,0.5,0.0,231.2,0.1,Normal,Condition satisfactory.
1.8,12.0,0.0,0.1,0.5,7.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,4.0,0.5,343.0,0.6,14.0,0.0,0.1,0.3,0.0,225.3,0.1,Normal,Condition satisfactory.
2.8,7.0,0.0,0.4,0.1,34.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,25.0,0.6,1.3,0.1,0.0,0.3,0.0,75.1,0.1,Normal,Condition satisfactory.
2.5,1.6,0.3,0.7,2.0,11.0,223.0,6.3,0.0,0.2,0.2,34.0,0.0,0.2,3.4,1.0,401.0,2.4,118.0,0.1,0.1,0.7,0.0,48.6,0.1,Serious,ISO cleanliness particle count high. The level of Lead appears high and may indicate that there is some bearing wear. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.
0.0,5.3,0.0,0.0,0.1,1.0,0.6,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.2,0.6,0.3,0.1,0.0,1.0,0.0,176.5,0.1,Caution,Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
1.0,1.3,0.0,0.1,0.0,7.5,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,107.0,0.2,151.0,4.8,5.6,0.0,0.1,0.0,0.0,236.7,0.1,Normal,Condition satisfactory.
2.1,2.2,0.0,0.2,0.2,20.0,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.0,6.8,0.6,252.0,4.0,6.4,0.0,1.1,0.8,0.0,315.0,0.1,Normal,Condition satisfactory.
1.6,1.5,0.6,0.4,0.3,31.0,0.0,0.0,0.1,0.0,0.3,0.2,1.4,1.1,399.0,1.4,214.0,13.0,8.8,0.2,0.3,0.0,0.0,240.7,0.1,Normal,Condition satisfactory.
1.9,0.8,0.1,0.1,0.2,2.9,0.0,1.3,0.1,0.0,0.1,0.1,0.1,0.5,12.0,0.8,253.0,0.8,3.4,0.0,0.0,0.4,0.0,235.5,0.1,Normal,Condition satisfactory.
1.6,11.0,3.1,1.4,43.0,176.0,2.1,1.6,0.5,0.8,1.1,5.6,0.5,1.6,233.0,3.1,315.0,13.0,50.0,0.3,0.4,1.9,0.2,240.3,0.1,Caution,The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Resample at recommended sampling interval to follow trends. 
0.7,75.0,4.1,0.7,4.8,49.0,11.0,0.3,1.2,0.8,0.5,0.6,0.4,2.4,110.0,3.3,262.0,4.8,19.0,0.2,0.2,1.9,0.2,208.6,0.1,Normal,Condition satisfactory.
0.6,12.0,3.5,0.4,63.0,36.0,2.0,0.1,0.4,0.8,0.6,2.2,0.4,1.4,215.0,10.0,330.0,12.0,46.0,0.2,0.2,1.7,0.2,233.5,0.1,Serious,The level of Copper suggests wear of a bearing type material. Advice : Change oil if not changed when sampled. 
1.0,7.3,1.3,0.3,3.5,32.0,0.6,0.0,0.4,0.8,0.3,0.5,0.4,0.0,37.0,0.2,321.0,9.0,19.0,0.1,0.2,1.2,0.2,220.8,0.1,Normal,Condition satisfactory.
0.2,1.2,0.2,0.3,0.5,1.2,0.0,0.0,0.0,0.8,0.0,0.2,0.6,0.1,7.2,0.4,314.0,5.1,0.0,0.0,1.3,1.4,0.0,228.8,0.1,Normal,Condition satisfactory.
0.8,82.0,3.6,0.9,4.4,46.0,11.0,0.0,1.1,0.8,0.0,0.4,0.6,2.7,103.0,5.5,288.0,7.8,15.0,1.4,1.3,2.2,0.0,210.6,0.1,Normal,Condition satisfactory.
0.2,0.0,0.3,0.3,1.2,1.7,0.0,0.0,0.0,0.8,0.0,0.2,0.6,0.4,6.9,0.3,307.0,5.0,0.3,0.0,1.3,1.3,0.1,237.0,0.1,Normal,Condition satisfactory.
1.0,8.7,0.9,0.6,4.1,34.0,0.0,0.0,0.3,0.8,0.0,0.3,0.6,0.4,48.0,2.3,322.0,11.0,17.0,0.0,1.3,1.4,0.0,217.2,0.1,Normal,Condition satisfactory.
0.6,17.0,3.7,0.7,4.7,53.0,11.0,0.0,0.8,0.0,0.0,0.8,0.6,3.0,100.0,12.0,288.0,7.5,12.0,0.0,0.6,1.5,0.1,211.1,0.1,Normal,Condition satisfactory.
0.9,9.6,0.9,0.4,3.9,40.0,0.0,0.0,0.2,0.1,0.0,0.7,0.6,0.4,61.0,2.8,353.0,11.0,24.0,0.0,0.6,1.1,0.2,220.3,0.1,Normal,Condition satisfactory.
0.0,0.0,0.0,0.1,2.7,2.9,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,239.0,3.6,1.6,0.0,0.6,0.9,0.1,251.3,0.1,Normal,Condition satisfactory.
3.7,5.6,3.3,0.5,6.7,26.0,0.5,0.0,0.0,2.6,0.2,0.6,0.0,1.4,69.0,3.1,466.0,7.8,5.6,0.0,0.2,1.4,0.0,242.3,0.1,Normal,Condition satisfactory.
0.0,19.0,2.8,0.6,4.7,44.0,9.0,0.4,0.9,0.0,0.4,0.2,0.1,2.2,89.0,3.9,260.0,2.1,18.0,0.5,0.1,0.4,0.0,211.2,0.1,Normal,Condition satisfactory.
0.0,7.2,0.7,0.3,5.6,38.0,0.0,0.4,0.1,0.0,0.3,0.1,0.1,0.5,46.0,0.7,326.0,6.0,25.0,0.3,0.2,0.4,0.0,221.7,0.1,Normal,Condition satisfactory.
0.3,1.1,2.5,0.3,16.0,3.9,1.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,465.0,8.9,7.4,0.0,0.0,0.0,0.1,251.6,0.1,Normal,Condition satisfactory.
0.0,3.4,2.6,0.3,3.3,7.4,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.3,20.0,0.0,485.0,3.9,0.9,0.0,0.0,0.0,0.1,239.7,0.1,Normal,Condition satisfactory.
2.3,6.6,0.7,0.4,3.8,41.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.5,35.0,1.0,320.0,5.6,24.0,0.0,0.0,0.5,0.0,235.4,0.1,Normal,Condition satisfactory.
0.0,33.0,3.9,0.8,4.5,69.0,11.0,0.0,1.2,0.0,0.5,0.3,0.0,3.8,131.0,5.7,253.0,2.6,22.0,0.2,0.1,1.4,0.0,213.4,0.1,Normal,Condition satisfactory.
1.2,3.8,3.3,1.1,132.0,70.0,4.5,0.4,0.0,2.0,0.4,0.7,0.0,1.2,61.0,0.0,446.0,5.4,88.0,0.2,0.3,1.9,0.0,345.8,0.9,Serious,Viscosity not consistent with stated grade. Water contamination. Visible debris present. The level of Copper suggests wear of bearing; bush or bearing cage type material. Advice : Change fluid and check unit for source of contamination. Check unit for abnormal noise and heat and feedback findings before next sample. Re-confirm lubricant required / in use and system sampled and feedback if different to that stated on report.
0.8,7.8,3.4,0.5,9.0,36.0,0.0,0.0,0.0,2.0,0.3,0.9,0.0,1.2,72.0,3.9,460.0,5.1,5.8,0.0,0.0,1.3,0.0,240.3,0.1,Normal,Condition satisfactory.
2.1,0.9,0.5,0.4,5.1,7.4,0.5,1.6,0.9,0.1,0.4,0.4,0.3,2.0,58.0,1.0,238.0,5.3,13.0,0.1,0.1,0.5,0.1,236.0,0.1,Normal,Condition satisfactory.
